"ONU external ID","PON Type",SN,"Onu Type",Name,OLT,Board,Port,"Allocated ONU",Zone,Address,Latitude,Longitude,"ODB (Splitter)","ODB Port",Mode,"WAN mode","IP address","Subnet mask","Default gateway",DNS1,DNS2,Username,Password,CATV,"Administrative status","Auth date",Status,Signal,"Signal 1310","Signal 1490",Distance(m),"Service port","Service port VLAN","Service port CVLAN","Service port SVLAN","Service port tag transform mode","Service port upload speed","Service port download speed",Contact,"TR069 Profile","TR069 Device ID","Last status change"
HWTC22DD5F9B,gpon,HWTC22DD5F9B,EG8141A5,lguzman2,"Villa Dolores 2",2,1,7,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-14 09:50:53",Online,"Very good",-24.44,-20.6,4301,5005,120,,,translate,1G,1G,,,,"2026-03-18 10:27:20"
HWTC22ED4F9B,gpon,HWTC22ED4F9B,EG8141A5,dprado,"Villa Dolores 2",2,1,10,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-17 11:37:05",Online,"Very good",-24.95,-16.71,4519,2398,120,,,translate,300Mbps,300Mbps,,,,"2026-04-04 06:53:16"
HWTC22E80F9B,gpon,HWTC22E80F9B,EG8141A5,jrquiroga,"Villa Dolores 2",2,1,11,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-17 15:47:08",Online,Warning,-30.46,-26.57,4331,3559,120,,,translate,300Mbps,300Mbps,,,,"2026-03-29 20:47:10"
TPLGE31A9A02,gpon,TPLGE31A9A02,TX-6610,caquiroga,"Villa Dolores 2",2,1,12,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-02-03 09:39:36",Online,"Very good",-24.56,-21.08,4797,2127,120,,,translate,300Mbps,300Mbps,,,,"2026-04-12 06:10:43"
HWTC22E85F9B,gpon,HWTC22E85F9B,EG8141A5,nquiroga,"Villa Dolores 2",2,1,13,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-18 13:54:17",Online,"Very good",-27.96,-20.41,4334,5189,120,,,translate,300Mbps,300Mbps,,,,"2026-03-29 19:30:38"
HWTC22E87F9B,gpon,HWTC22E87F9B,EG8141A5,bsuerez,"Villa Dolores 2",2,1,14,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-18 15:51:39",Online,"Very good",-26.2,-21.55,4337,3900,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 09:34:29"
HWTC22E90F9B,gpon,HWTC22E90F9B,EG8141A5,fponce,"Villa Dolores 2",2,1,16,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-19 14:14:54",Online,"Very good",-26.78,-23.87,4455,4932,120,,,translate,1G,1G,,,,"2026-03-12 09:47:38"
HWTC22EDAF9B,gpon,HWTC22EDAF9B,EG8141A5,cmtello,"Villa Dolores 2",2,1,17,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-19 15:06:30",Online,"Very good",-24.95,-20.6,4499,4823,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22EDBF9B,gpon,HWTC22EDBF9B,EG8141A5,mcufre,"Villa Dolores 2",2,1,18,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-19 15:08:04",Online,"Very good",-25.23,-20.55,4476,2800,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 12:13:23"
HWTC22EA3F9B,gpon,HWTC22EA3F9B,EG8141A5,vsosa,"Villa Dolores 2",2,1,23,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-20 17:56:17",Online,"Very good",-28.54,-24.31,4462,3121,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22E81F9B,gpon,HWTC22E81F9B,EG8141A5,larias,"Villa Dolores 2",2,1,24,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-20 18:14:28",Online,"Very good",-26.99,-22.84,4694,3078,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22F27F9B,gpon,HWTC22F27F9B,IC425ETB,rzubilewicz,"Villa Dolores 2",2,1,25,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-11-30 09:39:28",Online,"Very good",-25.69,-22.29,4558,4472,120,,,translate,300Mbps,300Mbps,,,,"2026-03-23 18:50:34"
HWTC22C6FF9B,gpon,HWTC22C6FF9B,IC425ETB,czabala,"Villa Dolores 2",2,1,27,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-25 18:54:32",Online,"Very good",-26.03,-23.76,4487,3560,120,,,translate,300Mbps,300Mbps-UP,,,,"2026-03-12 09:47:38"
HWTC22D8DF9B,gpon,HWTC22D8DF9B,IC425ETB,jprojas,"Villa Dolores 2",2,1,28,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-27 09:12:34",Online,"Very good",-26.99,-19.83,3889,3613,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D8CF9B,gpon,HWTC22D8CF9B,IC425ETB,folmedo1,"Villa Dolores 2",2,1,29,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-27 10:08:55",Online,"Very good",-24.82,-21.36,4457,4494,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC233BCF9B,gpon,HWTC233BCF9B,IC425ETB,blopez,"Villa Dolores 2",2,1,30,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-27 18:20:24",Online,"Very good",-24.82,-21.13,4399,4762,120,,,translate,300Mbps,300Mbps,,,,"2026-04-05 19:49:17"
HWTC233B4F9B,gpon,HWTC233B4F9B,IC425ETB,cledesma,"Villa Dolores 2",2,1,31,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-31 17:20:36",Online,"Very good",-24.09,-20.65,4398,3682,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC233C4F9B,gpon,HWTC233C4F9B,IC425ETB,svaldez,"Villa Dolores 2",2,1,32,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-01 11:45:15",Online,"Very good",-25.69,-21.61,4522,2466,120,,,translate,300Mbps,300Mbps,,,,"2026-04-02 07:41:09"
HWTC22CDFF9B,gpon,HWTC22CDFF9B,IC425ETB,fjoyola,"Villa Dolores 2",2,1,33,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-01 17:06:50",Online,"Very good",-24.82,-13.43,4513,3657,120,,,translate,300Mbps,300Mbps,,,,"2026-03-31 07:25:56"
HWTC233B6F9B,gpon,HWTC233B6F9B,IC425ETB,stapia,"Villa Dolores 2",2,1,34,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-01 17:46:52",Online,Warning,-30.46,-25.68,4204,4946,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22CADF9B,gpon,HWTC22CADF9B,IC425ETB,jnolmedo,"Villa Dolores 2",2,1,35,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-02 16:54:32",Online,"Very good",-26.39,-21.08,4558,1259,120,,,translate,300Mbps,300Mbps,,,,"2026-04-15 12:19:38"
HWTC22CAFF9B,gpon,HWTC22CAFF9B,IC425ETB,dochoa2,"Villa Dolores 2",2,1,37,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-03 17:12:22",Online,"Very good",-29.59,-24.31,3781,3152,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D55F9B,gpon,HWTC22D55F9B,IC425ETB,cheredia,"Villa Dolores 2",2,1,38,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-04 12:48:21",Online,"Very good",-26.58,-22.14,4371,2637,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22CEDF9B,gpon,HWTC22CEDF9B,IC425ETB,mmjcaballero,"Villa Dolores 2",2,1,43,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-14 11:32:10",Online,"Very good",-26.99,-23.66,4565,3486,120,,,translate,300Mbps,300Mbps,,,,"2026-03-19 15:33:22"
HWTC22D41F9B,gpon,HWTC22D41F9B,IC425ETB,vamaya,"Villa Dolores 2",2,1,44,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-14 17:42:43",Online,Warning,-30.46,-26.99,4319,4556,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D58F9B,gpon,HWTC22D58F9B,IC425ETB,dvillarreal,"Villa Dolores 2",2,1,46,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-17 18:57:51",Online,"Very good",-24.82,-21.94,3927,3229,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22F88F9B,gpon,HWTC22F88F9B,IC425ETB,dsegura,"Villa Dolores 2",2,1,48,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-30 08:49:11",Online,"Very good",-24.56,-20.91,4700,3182,120,,,translate,300Mbps,300Mbps,,,,"2026-04-03 16:40:22"
HWTC22F19F9B,gpon,HWTC22F19F9B,IC425ETB,mgarcia,"Villa Dolores 2",2,1,49,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-30 17:25:36",Online,"Very good",-25.69,-22.36,4701,4477,120,,,translate,300Mbps,300Mbps,,,,"2026-03-17 23:08:16"
HWTC7D8D2B5D,gpon,HWTC7D8D2B5D,HG8310M,mrojas1,"Villa Dolores 2",2,1,52,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-18 18:40:14",Online,"Very good",-26.39,-23.87,4560,5230,120,,,translate,300Mbps,300Mbps,,,,"2026-03-17 12:44:48"
HWTC7D52CF5D,gpon,HWTC7D52CF5D,HG8310M,lsanchez,"Villa Dolores 2",2,1,53,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-09-26 16:42:35",Online,"Very good",-24.95,-21.8,4709,2842,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7D6E235D,gpon,HWTC7D6E235D,HG8310M,srbarreto,"Villa Dolores 2",2,1,71,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2026-04-09 16:24:16",Online,"Very good",-25.09,-22.75,4517,902,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 15:15:56"
HWTC234B2F9B,gpon,HWTC234B2F9B,EG8141A5,shbringas,"Villa Dolores 2",2,2,0,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-10 08:47:19",Online,"Very good",-24.21,-19.5,5327,2100,120,,,translate,300Mbps,300Mbps,,,,"2026-03-21 08:03:59"
HWTC22CE2F9B,gpon,HWTC22CE2F9B,EG8141A5,maltamirano5,"Villa Dolores 2",2,2,1,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-07 18:33:10",Online,"Very good",-24.21,-20.08,5812,2143,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22CF4F9B,gpon,HWTC22CF4F9B,EG8141A5,npereyra1,"Villa Dolores 2",2,2,3,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-10 09:22:09",Online,"Very good",-24.95,-20.04,5592,4275,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC23058F9B,gpon,HWTC23058F9B,IC425ETB,rgaray2,"Villa Dolores 2",2,2,6,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-10 18:17:14",Online,"Very good",-26.2,-20.17,5191,2153,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D71F9B,gpon,HWTC22D71F9B,EG8141A5,fquinteros,"Villa Dolores 2",2,2,7,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-10 10:26:32",Online,"Very good",-24.56,-20.55,5293,2439,120,,,translate,300Mbps,300Mbps,,,,"2026-04-16 06:46:39"
HWTC22D05F9B,gpon,HWTC22D05F9B,EG8141A5,meoviedo,"Villa Dolores 2",2,2,8,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-10 10:46:55",Online,"Very good",-24.44,-18.44,5435,2461,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 15:02:12"
HWTC22D04F9B,gpon,HWTC22D04F9B,EG8141A5,mjara2,"Villa Dolores 2",2,2,15,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-11 18:39:46",Online,"Very good",-23.02,-19.35,5754,5321,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D86F9B,gpon,HWTC22D86F9B,EG8141A5,cnunez,"Villa Dolores 2",2,2,17,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-13 09:56:55",Online,"Very good",-25.09,-19.7,5331,2113,120,,,translate,300Mbps,300Mbps,,,,"2026-03-24 13:25:37"
HWTC22D73F9B,gpon,HWTC22D73F9B,EG8141A5,mgomez1,"Villa Dolores 2",2,2,21,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-13 18:10:09",Online,"Very good",-25.69,-20.75,5861,3169,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22E0AF9B,gpon,HWTC22E0AF9B,EG8141A5,arortega,"Villa Dolores 2",2,2,22,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-14 12:10:46",Online,"Very good",-25.69,-14.76,4728,3436,120,,,translate,300Mbps,300Mbps,,,,"2026-03-26 19:41:56"
HWTC23302F9B,gpon,HWTC23302F9B,IC425ETB,cabadaro,"Villa Dolores 2",2,2,25,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-02-06 10:20:47",Online,"Very good",-23.38,-19.87,4844,5571,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22E8DF9B,gpon,HWTC22E8DF9B,EG8141A5,jocarbajal,"Villa Dolores 2",2,2,26,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-18 17:00:29",Online,"Very good",-26.2,-22,5883,2887,120,,,translate,300Mbps,300Mbps,,,,"2026-03-18 21:32:56"
HWTC22E88F9B,gpon,HWTC22E88F9B,EG8141A5,sldominguez,"Villa Dolores 2",2,2,27,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-18 17:52:11",Online,"Very good",-27.96,-21.55,5177,2047,120,,,translate,300Mbps,300Mbps,,,,"2026-03-19 13:42:02"
HWTC22CE6F9B,gpon,HWTC22CE6F9B,IC425ETB,coviedo2,"Villa Dolores 2",2,2,36,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-16 17:02:43",Online,"Very good",-25.38,-20.91,5811,3022,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 19:25:41"
HWTC236ADF9B,gpon,HWTC236ADF9B,IC425ETB,fallende,"Villa Dolores 2",2,2,39,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-09 17:05:10",Online,"Very good",-29.21,-18.27,6245,3158,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22CD6F9B,gpon,HWTC22CD6F9B,IC425ETB,mpmontes2,"Villa Dolores 2",2,2,40,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-17 11:17:39",Online,"Very good",-24.32,-20.13,5784,4495,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
TPLG8BDDE4E7,gpon,TPLG8BDDE4E7,TX-6610,ardmtello,"Villa Dolores 2",2,2,41,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-12-11 18:26:49",Online,"Very good",-24.56,-20.81,4868,3781,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC7D532D5D,gpon,HWTC7D532D5D,HG8310M,mbustos2,"Villa Dolores 2",2,2,45,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2024-01-11 08:52:07",Online,"Very good",-25.53,-19.62,5963,2261,120,,,translate,300Mbps,300Mbps,,,,"2026-03-17 12:31:12"
HWTC22E8FF9B,gpon,HWTC22E8FF9B,EG8141A5,mcortez2,"Villa Dolores 2",2,3,1,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-19 17:09:18",Online,Warning,-30.46,-27.21,5550,3324,120,,,translate,300Mbps,300Mbps,,,,"2026-04-01 16:47:29"
HWTC22F04F9B,gpon,HWTC22F04F9B,EG8141A5,bleyes,"Villa Dolores 2",2,3,4,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-20 09:20:51",Online,"Very good",-27.22,-24.2,5495,4536,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22DB6F9B,gpon,HWTC22DB6F9B,EG8141A5,rsuarez1,"Villa Dolores 2",2,3,5,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-20 10:10:14",Online,Warning,-30,-16.27,5507,2087,120,,,translate,300Mbps,300Mbps,,,,"2026-03-30 09:35:32"
HWTC22E8BF9B,gpon,HWTC22E8BF9B,EG8141A5,anievas,"Villa Dolores 2",2,3,6,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-20 12:48:18",Online,"Very good",-29.59,-18.89,5627,4252,120,,,translate,300Mbps,300Mbps,,,,"2026-03-13 00:00:30"
HWTC22ED7F9B,gpon,HWTC22ED7F9B,EG8141A5,mvillalobos,"Villa Dolores 2",2,3,7,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-20 13:36:14",Online,"Very good",-26.39,-21.87,5983,4713,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22E8AF9B,gpon,HWTC22E8AF9B,EG8141A5,gmurua2,"Villa Dolores 2",2,3,8,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-20 14:38:01",Online,"Very good",-23.88,-20.04,5155,4871,120,,,translate,300Mbps,300Mbps,,,,"2026-03-21 17:40:00"
HWTC233C5F9B,gpon,HWTC233C5F9B,IC425ETB,jnievas,"Villa Dolores 2",2,3,10,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-11-27 19:19:41",Online,"Very good",-26.2,-20.91,6450,1158,120,,,translate,300Mbps,300Mbps,,,,"2026-03-23 16:32:26"
HWTC22DB8F9B,gpon,HWTC22DB8F9B,IC425ETB,palvarez,"Villa Dolores 2",2,3,12,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-25 11:06:02",Online,"Very good",-22.76,-19.87,5133,4838,140,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22CF3F9B,gpon,HWTC22CF3F9B,IC425ETB,dreyra,"Villa Dolores 2",2,3,13,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-25 11:07:34",Online,"Very good",-24.69,-19.35,5013,4021,120,,,translate,300Mbps,300Mbps,,,,"2026-03-31 18:47:34"
TPLGE31A9BB7,gpon,TPLGE31A9BB7,TX-6610,mapenaloza1,"Villa Dolores 2",2,3,16,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-02-04 18:25:44",Online,"Very good",-26.78,-25.23,6385,5163,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 21:58:38"
HWTC178D2F9B,gpon,HWTC178D2F9B,IC405WSG,adoyola,"Villa Dolores 2",2,3,17,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-25 16:24:34",Online,"Very good",-29.21,-24.56,5662,4232,120,,,translate,300Mbps,300Mbps,,,,"2026-04-12 11:51:51"
HWTC22D8AF9B,gpon,HWTC22D8AF9B,IC425ETB,frojas,"Villa Dolores 2",2,3,22,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-26 16:19:09",Online,"Very good",-29.21,-24.31,5497,2518,120,,,translate,1G,1G,,,,"2026-04-11 13:31:16"
HWTC22D89F9B,gpon,HWTC22D89F9B,IC425ETB,mtournoud,"Villa Dolores 2",2,3,23,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-26 17:51:48",Online,Warning,-30.46,-28.86,5653,5349,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22D88F9B,gpon,HWTC22D88F9B,IC425ETB,frodriguez3,"Villa Dolores 2",2,3,24,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-26 18:53:57",Online,Warning,-31.55,-25.68,5619,2032,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 09:13:09"
HWTC233CDF9B,gpon,HWTC233CDF9B,IC425ETB,mbarrionuevo,"Villa Dolores 2",2,3,25,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-27 16:42:29",Online,"Very good",-27.96,-23.76,5670,3569,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC233BBF9B,gpon,HWTC233BBF9B,IC425ETB,aolguin,"Villa Dolores 2",2,3,26,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-27 16:42:53",Online,"Very good",-25.69,-21.02,5888,2290,120,,,translate,300Mbps,300Mbps,,,,"2026-03-28 23:32:33"
HWTC233CAF9B,gpon,HWTC233CAF9B,IC425ETB,mquevedo4,"Villa Dolores 2",2,3,27,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-28 10:27:05",Online,"Very good",-27.45,-23.37,5738,4210,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 19:16:34"
HWTC233D7F9B,gpon,HWTC233D7F9B,IC425ETB,jallende,"Villa Dolores 2",2,3,28,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-28 17:22:14",Online,"Very good",-24.95,-19.79,5355,4416,120,,,translate,300Mbps,300Mbps,,,,"2026-03-22 15:55:55"
HWTC233C1F9B,gpon,HWTC233C1F9B,IC425ETB,smoyola,"Villa Dolores 2",2,3,29,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-28 18:31:44",Online,"Very good",-25.23,-19.2,6040,4187,120,,,translate,300Mbps,300Mbps,,,,"2026-04-04 14:10:06"
HWTC233CCF9B,gpon,HWTC233CCF9B,IC425ETB,akastli,"Villa Dolores 2",2,3,31,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-01 09:31:44",Online,"Very good",-23.47,-19.91,5348,4659,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 14:20:27"
HWTC22D32F9B,gpon,HWTC22D32F9B,IC425ETB,asimon,"Villa Dolores 2",2,3,36,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-01 18:28:30",Online,Warning,-30,-25.08,5878,2915,120,,,translate,300Mbps,300Mbps,,,,"2026-04-09 09:24:38"
HWTC22D34F9B,gpon,HWTC22D34F9B,IC425ETB,cbustos1,"Villa Dolores 2",2,3,37,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-02 15:57:38",Online,"Very good",-25.23,-20.7,6028,4956,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC233C3F9B,gpon,HWTC233C3F9B,IC425ETB,lsuarez,"Villa Dolores 2",2,3,38,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-02 16:06:45",Online,"Very good",-26.78,-22.29,5393,3466,120,,,translate,300Mbps,300Mbps,,,,"2026-03-14 18:48:56"
HWTC233C0F9B,gpon,HWTC233C0F9B,IC425ETB,moviedo5,"Villa Dolores 2",2,3,39,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-02 17:17:50",Online,Warning,-31.55,-23.28,5726,4106,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22CB1F9B,gpon,HWTC22CB1F9B,IC425ETB,mbustos1,"Villa Dolores 2",2,3,42,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-04 18:36:00",Online,"Very good",-24.09,-20.08,4885,4750,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC2305EF9B,gpon,HWTC2305EF9B,IC425ETB,dbritos,"Villa Dolores 2",2,3,47,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-09 15:51:28",Online,"Very good",-25.38,-20.45,4910,4510,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC232FBF9B,gpon,HWTC232FBF9B,IC425ETB,jnpereyra,"Villa Dolores 2",2,3,52,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-24 15:58:47",Online,"Very good",-24.95,-21.48,6272,5036,120,,,translate,300Mbps,300Mbps,,,,"2026-03-18 00:10:17"
HWTC23304F9B,gpon,HWTC23304F9B,IC425ETB,tmelian,"Villa Dolores 2",2,3,53,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-24 17:02:54",Online,"Very good",-26.78,-22.14,6443,3344,120,,,translate,300Mbps,300Mbps,,,,"2026-04-14 21:23:10"
HWTC23813F9B,gpon,HWTC23813F9B,IC425ETB,arivera,"Villa Dolores 2",2,3,55,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-25 10:40:04",Online,"Very good",-26.2,-21.08,6488,5129,120,,,translate,300Mbps,300Mbps,,,,"2026-04-14 23:36:24"
HWTC22CD5F9B,gpon,HWTC22CD5F9B,IC425ETB,moyola1,"Villa Dolores 2",2,3,56,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-25 12:08:29",Online,"Very good",-26.58,-21.25,6480,2135,120,,,translate,300Mbps,300Mbps,,,,"2026-03-31 12:37:12"
HWTC23305F9B,gpon,HWTC23305F9B,IC425ETB,jgatica,"Villa Dolores 2",2,3,58,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-28 11:55:43",Online,"Very good",-28.87,-25.53,6632,2560,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 09:20:20"
HWTC22F40F9B,gpon,HWTC22F40F9B,IC425ETB,mbarrios,"Villa Dolores 2",2,3,59,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-28 15:53:13",Online,"Very good",-26.03,-23.87,6035,2311,120,,,translate,300Mbps,300Mbps,,,,"2026-04-01 11:00:56"
HWTC23326F9B,gpon,HWTC23326F9B,IC425ETB,aayan,"Villa Dolores 2",2,3,60,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-28 18:18:24",Online,"Very good",-26.78,-23.37,6301,2438,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22F4DF9B,gpon,HWTC22F4DF9B,IC425ETB,aapereyra,"Villa Dolores 2",2,3,62,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-29 18:24:29",Online,"Very good",-27.22,-22.36,6457,3149,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22F18F9B,gpon,HWTC22F18F9B,IC425ETB,mdvleyes,"Villa Dolores 2",2,3,65,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-08-30 18:08:53",Online,"Very good",-25.53,-20.75,6233,3723,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
